Model_Family,Variable,Period,Classes,LatentClass,Assigned_Class_Label,Archetype_Group,Display_Label,Color_Name,Color_Hex,Rationale,Source_Project,Source_File,Status,Narrative_Label,Legacy_Display_Label,Legacy_Archetype_Group,Legacy_Rationale,Decision_Source
LCGA,EDUCMOTH,Early Childhood (0–5 Years),4,2,Stable High (Completed Matric),Stable High,Stable High (Completed Matric),indigo,#332288,Probability remains ~100% in the highest education category across ages 0–5.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Stable High (Completed Matric),Stable High (Completed Matric),Stable High,Probability remains ~100% in the highest education category across ages 0–5.,canonical_label_plus_obj01_archetype
LCGA,EDUCMOTH,Early Childhood (0–5 Years),4,3,Shift Up Mid (Secondary → Completed Matric),Shift Up Mid,Shift Up Mid (Secondary → Completed Matric),light_gray,#DDDDBD,Shifts from mid-level to high-level education around ages ~2–4.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Shift Up Mid (Secondary → Completed Matric),Shift Up Mid (Secondary → Completed Matric),Shift Up Mid,Shifts from mid-level to high-level education around ages ~2–4.,canonical_label_plus_obj01_archetype
LCGA,EDUCMOTH,Early Childhood (0–5 Years),4,4,Stable Medium (Secondary),Stable Medium,Stable Medium (Secondary),red,#D73027,Probability remains ~100% in the mid-level education category across ages 0–5.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Stable Medium (Secondary),Stable Medium (Secondary),Stable Medium,Probability remains ~100% in the mid-level education category across ages 0–5.,canonical_label_plus_obj01_archetype
LCGA,EDUCMOTH,Entire Childhood (0–12 Years),4,1,Shift Up Mid (Secondary → Completed Matric),Shift Up Mid,Shift Up Mid (Secondary → Completed Matric),gray,#BBBBBB,Shifts from Secondary to Completed Matric around ages ~5–7.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Shift Up Mid (Secondary → Completed Matric),Shift Up Mid (Secondary → Completed Matric),Shift Up Mid,Shifts from Secondary to Completed Matric around ages ~5–7.,canonical_label_plus_obj01_archetype
LCGA,EDUCMOTH,Entire Childhood (0–12 Years),4,2,Stable Medium (Secondary),Stable Medium,Stable Medium (Secondary),indigo,#332288,Probability remains ~100% in Secondary across 0–12 years.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Stable Medium (Secondary),Stable Medium (Secondary),Stable Medium,Probability remains ~100% in Secondary across 0–12 years.,canonical_label_plus_obj01_archetype
LCGA,EDUCMOTH,Entire Childhood (0–12 Years),4,3,Stable High (Completed Matric),Stable High,Stable High (Completed Matric),light_gray,#DDDDBD,Probability remains ~100% in Completed Matric across 0–12 years.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Stable High (Completed Matric),Stable High (Completed Matric),Stable High,Probability remains ~100% in Completed Matric across 0–12 years.,canonical_label_plus_obj01_archetype
LCGA,EDUCMOTH,Entire Childhood (0–12 Years),4,4,Stable Low (None/Primary),Stable Low,Stable Low (None/Primary),red,#D73027,Probability remains ~100% in None/Primary across 0–12 years.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Stable Low (None/Primary),Stable Low (None/Primary),Stable Low,Probability remains ~100% in None/Primary across 0–12 years.,canonical_label_plus_obj01_archetype
LCGA,EDUCMOTH,Middle–Late Childhood (6–12 Years),3,1,Stable Low (None/Primary),Stable Low,Stable Low (None/Primary),gray,#BBBBBB,Probability remains ~100% in the lowest education category across ages 6–12.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Stable Low (None/Primary),Stable Low (None/Primary),Stable Low,Probability remains ~100% in the lowest education category across ages 6–12.,canonical_label_plus_obj01_archetype
LCGA,EDUCMOTH,Middle–Late Childhood (6–12 Years),3,2,Stable Medium (Secondary),Stable Medium,Stable Medium (Secondary),indigo,#332288,Probability remains ~100% in the mid-level education category across ages 6–12.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Stable Medium (Secondary),Stable Medium (Secondary),Stable Medium,Probability remains ~100% in the mid-level education category across ages 6–12.,canonical_label_plus_obj01_archetype
LCGA,EDUCMOTH,Middle–Late Childhood (6–12 Years),3,3,Stable High (Completed Matric),Stable High,Stable High (Completed Matric),light_gray,#DDDDBD,Probability remains ~100% in the highest education category across ages 6–12.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Stable High (Completed Matric),Stable High (Completed Matric),Stable High,Probability remains ~100% in the highest education category across ages 6–12.,canonical_label_plus_obj01_archetype
LCGA,HHCHLD14O,Early Childhood (0–5 Years),2,1,Stable Low (Not Overcrowded),Stable Low,Stable Low (Not Overcrowded),gray,#BBBBBB,Overcrowding remains near zero across ages 0–5.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Stable Low (Not Overcrowded),Stable Low (Not Overcrowded),Stable Low,Overcrowding remains near zero across ages 0–5.,canonical_label_plus_obj01_archetype
LCGA,HHCHLD14O,Early Childhood (0–5 Years),2,2,Shift Up Early (0–5y),Shift Up Early,Shift Up Early (0–5y),indigo,#332288,Starts at moderate probability and increases steadily across early childhood.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Shift Up Early (0–5y),Shift Up Early (0–5y),Shift Up Early,Starts at moderate probability and increases steadily across early childhood.,canonical_label_plus_obj01_archetype
LCGA,HHCHLD14O,Entire Childhood (0–12 Years),5,1,Shift Up Late (≈7–12y),Shift Up Late,Shift Up Late (≈7–12y),gray,#BBBBBB,Overcrowding remains rare in early childhood but increases rapidly in later years.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Shift Up Late (≈7–12y),Shift Up Late (≈7–12y),Shift Up Late,Overcrowding remains rare in early childhood but increases rapidly in later years.,canonical_label_plus_obj01_archetype
LCGA,HHCHLD14O,Entire Childhood (0–12 Years),5,2,Stable Low (Not Overcrowded),Stable Low,Stable Low (Not Overcrowded),indigo,#332288,Probability is low at birth and remains near zero across childhood.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Stable Low (Not Overcrowded),Stable Low (Not Overcrowded),Stable Low,Probability is low at birth and remains near zero across childhood.,canonical_label_plus_obj01_archetype
LCGA,HHCHLD14O,Entire Childhood (0–12 Years),5,3,Shift Up Early (0–12y),Shift Up Early (0–12y),Shift Up Early (0–12y),light_gray,#DDDDBD,Overcrowding probability increases steadily over time.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Shift Up Early (0–12y),Shift Up Early (0–12y),Shift Up Early (0–12y),Overcrowding probability increases steadily over time.,canonical_label_plus_obj01_archetype
LCGA,HHCHLD14O,Entire Childhood (0–12 Years),5,4,Convex Peak Early (Peak ≈3–5y),Convex Peak Early,Convex Peak Early (Peak ≈3–5y),red,#D73027,Probability rises in early-to-mid childhood and then resolves.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Convex Peak Early (Peak ≈3–5y),Convex Peak Early (Peak ≈3–5y),Convex Peak Early,Probability rises in early-to-mid childhood and then resolves.,canonical_label_plus_obj01_archetype
LCGA,HHCHLD14O,Entire Childhood (0–12 Years),5,5,Shift Up Early (≈0–8y),Shift Up Early (≈0–8y),Shift Up Early (≈0–8y),bluish_green,#009E73,Starts moderately high and increases to near certainty by mid-childhood.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Shift Up Early (≈0–8y),Shift Up Early (≈0–8y),Shift Up Early (≈0–8y),Starts moderately high and increases to near certainty by mid-childhood.,canonical_label_plus_obj01_archetype
LCGA,HHCHLD14O,Middle–Late Childhood (6–12 Years),3,1,Stable High (Overcrowded Throughout),Stable High,Stable High (Overcrowded Throughout),gray,#BBBBBB,High probability throughout ages 6–12.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Stable High (Overcrowded Throughout),Stable High (Overcrowded Throughout),Stable High,High probability throughout ages 6–12.,canonical_label_plus_obj01_archetype
LCGA,HHCHLD14O,Middle–Late Childhood (6–12 Years),3,2,Shift Down Late (Resolves ≈9–12y),Shift Down Late,Shift Down Late (Resolves ≈9–12y),indigo,#332288,Overcrowding is common early and then resolves late in the period.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Shift Down Late (Resolves ≈9–12y),Shift Down Late (Resolves ≈9–12y),Shift Down Late,Overcrowding is common early and then resolves late in the period.,canonical_label_plus_obj01_archetype
LCGA,HHCHLD14O,Middle–Late Childhood (6–12 Years),3,3,Stable Low (Not Overcrowded),Stable Low,Stable Low (Not Overcrowded),light_gray,#DDDDBD,Overcrowding stays near zero across ages 6–12.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Stable Low (Not Overcrowded),Stable Low (Not Overcrowded),Stable Low,Overcrowding stays near zero across ages 6–12.,canonical_label_plus_obj01_archetype
LCGA,HHCHLD4O,Early Childhood (0–5 Years),3,1,Stable Low (Not Overcrowded),Stable Low,Stable Low (Not Overcrowded),gray,#BBBBBB,Overcrowding remains close to zero across ages 0–5.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Stable Low (Not Overcrowded),Stable Low (Not Overcrowded),Stable Low,Overcrowding remains close to zero across ages 0–5.,canonical_label_plus_obj01_archetype
LCGA,HHCHLD4O,Early Childhood (0–5 Years),3,2,Shift Up Mid (≈2–5y),Shift Up Mid,Shift Up Mid (≈2–5y),indigo,#332288,"Starts at modest levels and increases steadily, reaching high probability by age 5.",public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Shift Up Mid (≈2–5y),Shift Up Mid (≈2–5y),Shift Up Mid,"Starts at modest levels and increases steadily, reaching high probability by age 5.",canonical_label_plus_obj01_archetype
LCGA,HHCHLD4O,Early Childhood (0–5 Years),3,3,Convex Peak Early (Peak ≈1–2y),Convex Peak Early,Convex Peak Early (Peak ≈1–2y),light_gray,#DDDDBD,Early convex peak followed by resolution indicates a temporary overcrowding episode.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Convex Peak Early (Peak ≈1–2y),Convex Peak Early (Peak ≈1–2y),Convex Peak Early,Early convex peak followed by resolution indicates a temporary overcrowding episode.,canonical_label_plus_obj01_archetype
LCGA,HHCHLD4O,Entire Childhood (0–12 Years),4,1,Convex Peak Mid (Peak ≈4–8y),Convex Peak Mid,Convex Peak Mid (Peak ≈4–8y),gray,#BBBBBB,Mid-childhood convex peak followed by decline indicates a temporary episode.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Convex Peak Mid (Peak ≈4–8y),Convex Peak Mid (Peak ≈4–8y),Convex Peak Mid,Mid-childhood convex peak followed by decline indicates a temporary episode.,canonical_label_plus_obj01_archetype
LCGA,HHCHLD4O,Entire Childhood (0–12 Years),4,2,Shift Up Late (≈9–12y),Shift Up Late,Shift Up Late (≈9–12y),indigo,#332288,Overcrowding remains rare until late childhood and then rises steeply.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Shift Up Late (≈9–12y),Shift Up Late (≈9–12y),Shift Up Late,Overcrowding remains rare until late childhood and then rises steeply.,canonical_label_plus_obj01_archetype
LCGA,HHCHLD4O,Entire Childhood (0–12 Years),4,3,Stable Low (Not Overcrowded),Stable Low,Stable Low (Not Overcrowded),light_gray,#DDDDBD,Overcrowding remains close to zero across the full 0–12 age range.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Stable Low (Not Overcrowded),Stable Low (Not Overcrowded),Stable Low,Overcrowding remains close to zero across the full 0–12 age range.,canonical_label_plus_obj01_archetype
LCGA,HHCHLD4O,Entire Childhood (0–12 Years),4,4,Convex Peak Early (Peak ≈2–4y),Convex Peak Early,Convex Peak Early (Peak ≈2–4y),red,#D73027,Early convex peak followed by resolution by mid-childhood.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Convex Peak Early (Peak ≈2–4y),Convex Peak Early (Peak ≈2–4y),Convex Peak Early,Early convex peak followed by resolution by mid-childhood.,canonical_label_plus_obj01_archetype
LCGA,HHCHLD4O,Middle–Late Childhood (6–12 Years),4,1,Stable Low (Not Overcrowded),Stable Low,Stable Low (Not Overcrowded),gray,#BBBBBB,Overcrowding remains close to zero across ages 6–12.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Stable Low (Not Overcrowded),Stable Low (Not Overcrowded),Stable Low,Overcrowding remains close to zero across ages 6–12.,canonical_label_plus_obj01_archetype
LCGA,HHCHLD4O,Middle–Late Childhood (6–12 Years),4,2,Shift Down Mid (Resolves ≈8–10y),Shift Down Mid,Shift Down Mid (Resolves ≈8–10y),indigo,#332288,High probability at ages 6–8 followed by a marked decline to near zero by ~10 years.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Shift Down Mid (Resolves ≈8–10y),Shift Down Mid (Resolves ≈8–10y),Shift Down Mid,High probability at ages 6–8 followed by a marked decline to near zero by ~10 years.,canonical_label_plus_obj01_archetype
LCGA,HHCHLD4O,Middle–Late Childhood (6–12 Years),4,3,Stable High (Overcrowded Throughout),Stable High,Stable High (Overcrowded Throughout),light_gray,#DDDDBD,Probability stays high throughout ages 6–12.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Stable High (Overcrowded Throughout),Stable High (Overcrowded Throughout),Stable High,Probability stays high throughout ages 6–12.,canonical_label_plus_obj01_archetype
LCGA,HHCHLD4O,Middle–Late Childhood (6–12 Years),4,4,Shift Up Late (≈9–12y),Shift Up Late,Shift Up Late (≈9–12y),red,#D73027,Near-zero probability early with sharp increases after ~9 years.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Shift Up Late (≈9–12y),Shift Up Late (≈9–12y),Shift Up Late,Near-zero probability early with sharp increases after ~9 years.,canonical_label_plus_obj01_archetype
LCGA,JMAES,Early Childhood (0–5 Years),4,1,"Rising Maternal Absence, Low SES",Shift Up Mid,"Rising Maternal Absence, Low SES",onset-orange-red-alt,#D55E00,Maternal absence rises through early childhood while low household SES remains persistently high.,transition_screening_reference,data/metadata/class_registry.csv,curated_overlap_first_pass,Rising maternal absence with low SES,Rising maternal absence with low SES,Shift Up Mid,Composite rises from moderate to near-certain adversity because maternal absence emerges strongly around ages 2–4 while low SES remains persistently high across early childhood.,canonical_label_plus_obj01_archetype
LCGA,JMAES,Early Childhood (0–5 Years),4,2,"High Maternal Absence, Low SES",Stable High,"High Maternal Absence, Low SES",chronic-dual-adversity-burgundy-alt,#7F0000,"Maternal absence is near-certain across early childhood and low household SES remains common, with only modest improvement.",transition_screening_reference,data/metadata/class_registry.csv,curated_overlap_first_pass,High maternal absence with low SES,High maternal absence with low SES,Stable High,"Composite stays very high across ages 0–5 because maternal absence is near-certain and low SES remains common throughout, with only modest movement toward the middle SES category by age 5.",canonical_label_plus_obj01_archetype
LCGA,JMAES,Early Childhood (0–5 Years),4,3,"Low Maternal Absence, Improving SES",Shift Down Early,"Low Maternal Absence, Improving SES",improvement-teal-alt,#009E73,Maternal absence remains rare while household SES improves rapidly out of the low category.,transition_screening_reference,data/metadata/class_registry.csv,curated_overlap_first_pass,Low maternal absence with improving SES,Low maternal absence with improving SES,Shift Down Early,Composite declines quickly to near zero because maternal absence remains rare while low SES falls sharply in the first years of life as middle and high SES categories become more likely.,canonical_label_plus_obj01_archetype
LCGA,JMAES,Early Childhood (0–5 Years),4,4,"Low Maternal Absence, Low SES",Stable Medium,"Low Maternal Absence, Low SES",moderate-low-ses-rose-alt,#CC79A7,Maternal absence remains low while low household SES stays persistently high across early childhood.,transition_screening_reference,data/metadata/class_registry.csv,curated_overlap_first_pass,Low maternal absence with low SES,Low maternal absence with low SES,Stable Medium,Composite remains near 50% because maternal absence stays near zero while low SES remains near-certain across ages 0–5.,canonical_label_plus_obj01_archetype
LCGA,JMAES,Middle–Late Childhood (6–12 Years),6,1,"High Maternal Absence, Low SES",Stable High,"High Maternal Absence, Low SES",chronic-dual-adversity-burgundy-alt,#7F0000,Maternal absence remains high across middle-late childhood and low household SES stays common.,transition_screening_reference,data/metadata/class_registry.csv,curated_overlap_first_pass,High maternal absence with low SES,High maternal absence with low SES,Stable High,"Composite remains very high across ages 6–12 because maternal absence is persistently high and low SES also stays common, despite some modest SES improvement toward age 12.",canonical_label_plus_obj01_archetype
LCGA,JMAES,Middle–Late Childhood (6–12 Years),6,2,"Rising Maternal Absence, Improving SES",Shift Up Mid,"Rising Maternal Absence, Improving SES",rising-adversity-coral-alt,#F46D43,Maternal absence rises later in childhood while household SES improves out of the lowest category.,transition_screening_reference,data/metadata/class_registry.csv,curated_overlap_first_pass,Rising maternal absence with improving SES,Rising maternal absence with improving SES,Shift Up Mid,"Composite rises through later childhood because maternal absence increases strongly from about ages 8–12, and that worsening maternal pattern outweighs the concurrent movement out of the lowest SES category.",canonical_label_plus_obj01_archetype
LCGA,JMAES,Middle–Late Childhood (6–12 Years),6,3,"High Maternal Absence, Improving SES",Cross-over,"High Maternal Absence, Improving SES",stable-high-adversity-red-alt,#D73027,"Maternal absence stays high, but household SES improves over the same period.",transition_screening_reference,data/metadata/class_registry.csv,curated_overlap_first_pass,High maternal absence with improving SES,High maternal absence with improving SES,Cross-over,Composite stays around the mid-range because persistently high maternal absence is offset by clear socioeconomic improvement from low and middle categories toward high SES over the same period.,canonical_label_plus_obj01_archetype
LCGA,JMAES,Middle–Late Childhood (6–12 Years),6,4,"Low Maternal Absence, Higher SES",Stable Low,"Low Maternal Absence, Higher SES",stable-gray-alt,#D9D9D9,Maternal absence remains low and household SES stays comparatively high.,transition_screening_reference,data/metadata/class_registry.csv,curated_overlap_first_pass,Low maternal absence with high SES,Low maternal absence with high SES,Stable Low,Composite remains near zero because maternal absence is rare and high SES is dominant throughout ages 6–12.,canonical_label_plus_obj01_archetype
LCGA,JMAES,Middle–Late Childhood (6–12 Years),6,5,"Low Maternal Absence, Improving SES",Shift Down Early,"Low Maternal Absence, Improving SES",improvement-teal-alt,#009E73,Maternal absence stays low while household SES improves steadily through middle-late childhood.,transition_screening_reference,data/metadata/class_registry.csv,curated_overlap_first_pass,Low maternal absence with improving SES,Low maternal absence with improving SES,Shift Down Early,Composite drops steadily to near zero because maternal absence remains rare while low SES declines from the start of the period as middle and high SES categories become more likely.,canonical_label_plus_obj01_archetype
LCGA,JMAES,Middle–Late Childhood (6–12 Years),6,6,"Low Maternal Absence, Low SES",Stable Medium,"Low Maternal Absence, Low SES",moderate-low-ses-rose-alt,#CC79A7,"Maternal absence remains low, but low household SES persists across middle-late childhood.",transition_screening_reference,data/metadata/class_registry.csv,curated_overlap_first_pass,Low maternal absence with low SES,Low maternal absence with low SES,Stable Medium,"Composite remains around 50% because maternal absence stays near zero while low SES remains persistently high across middle–late childhood, with only slight improvement near the end of the period.",canonical_label_plus_obj01_archetype
LCGA,JPA,Early Childhood (0–5 Years),4,1,Stable High — Mother: Stable High (0–5y); Father: Stable High (0–5y),Stable High,Stable High — Mother: Stable High (0–5y); Father: Stable High (0–5y),gray,#BBBBBB,"Composite is very high throughout 0–5y (~85–99%), consistent with Stable High. Detailed distributions show both lived-without-mother and lived-without-father probabilities remain near-certain across early childhood.",public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Stable High — Mother: Stable High (0–5y); Father: Stable High (0–5y),Stable High — Mother: Stable High (0–5y); Father: Stable High (0–5y),Stable High,"Composite is very high throughout 0–5y (~85–99%), consistent with Stable High. Detailed distributions show both lived-without-mother and lived-without-father probabilities remain near-certain across early childhood.",canonical_label_plus_obj01_archetype
LCGA,JPA,Early Childhood (0–5 Years),4,2,Stable Medium — Mother: Stable Low (0–5y); Father: Stable High (0–5y),Stable Medium,Stable Medium — Mother: Stable Low (0–5y); Father: Stable High (0–5y),indigo,#332288,Composite stays near ~50% with minimal change across 0–5y (Stable Medium). Detailed distributions indicate this mid-level composite reflects persistently low maternal absence alongside persistently high paternal absence.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Stable Medium — Mother: Stable Low (0–5y); Father: Stable High (0–5y),Stable Medium — Mother: Stable Low (0–5y); Father: Stable High (0–5y),Stable Medium,Composite stays near ~50% with minimal change across 0–5y (Stable Medium). Detailed distributions indicate this mid-level composite reflects persistently low maternal absence alongside persistently high paternal absence.,canonical_label_plus_obj01_archetype
LCGA,JPA,Early Childhood (0–5 Years),4,3,Stable Low — Mother: Stable Low (0–5y); Father: Stable Low (0–5y),Stable Low,Stable Low — Mother: Stable Low (0–5y); Father: Stable Low (0–5y),light_gray,#DDDDBD,Composite remains near zero across 0–5y (Stable Low). Detailed distributions show both maternal and paternal absence probabilities are consistently close to zero.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Stable Low — Mother: Stable Low (0–5y); Father: Stable Low (0–5y),Stable Low — Mother: Stable Low (0–5y); Father: Stable Low (0–5y),Stable Low,Composite remains near zero across 0–5y (Stable Low). Detailed distributions show both maternal and paternal absence probabilities are consistently close to zero.,canonical_label_plus_obj01_archetype
LCGA,JPA,Early Childhood (0–5 Years),4,4,Concave Trough Early — Mother: Shift Up Mid (1–5y); Father: Shift Down Early (0–3y),Concave Trough Early,Concave Trough Early — Mother: Shift Up Mid (1–5y); Father: Shift Down Early (0–3y),red,#D73027,"Composite shows an early trough (lowest around ~1–2y) followed by a sustained increase through age 5, consistent with Concave Trough Early. Detailed distributions show maternal absence rises strongly across early childhood, while paternal absence drops sharply early (to low levels by ~2–3y) and stays low—together producing the trough-then-rise composite pattern.",public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Concave Trough Early — Mother: Shift Up Mid (1–5y); Father: Shift Down Early (0–3y),Concave Trough Early — Mother: Shift Up Mid (1–5y); Father: Shift Down Early (0–3y),Concave Trough Early,"Composite shows an early trough (lowest around ~1–2y) followed by a sustained increase through age 5, consistent with Concave Trough Early. Detailed distributions show maternal absence rises strongly across early childhood, while paternal absence drops sharply early (to low levels by ~2–3y) and stays low—together producing the trough-then-rise composite pattern.",canonical_label_plus_obj01_archetype
LCGA,JPA,Early Childhood (0–5 Years),6,1,"Dual Absence, Stable High",Stable High,"Dual Absence, Stable High",chronic-dual-adversity-burgundy-alt,#7F0000,"Mother and father absence are both near-certain across early childhood, indicating persistent dual parental absence.",transition_screening_reference,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Stable High (0–5y); Father Stable High (0–5y),Mother Stable High (0–5y); Father Stable High (0–5y),Stable High,Composite is stably high (~95–100%) because both maternal and paternal absence are persistently high across ages 0–5.,canonical_label_plus_obj01_archetype
LCGA,JPA,Early Childhood (0–5 Years),6,2,Declining Return to Two-Parent,Shift Down Mid,Declining Return to Two-Parent,return-to-protective-green-alt,#009E73,"Father absence starts near-certain and declines sharply toward zero, while mother absence is modest early and also falls toward zero, indicating a return toward two-parent residence.",transition_screening_reference,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Shift Down Mid (1–4y); Father Shift Down Mid (2–4y),Mother Shift Down Mid (1–4y); Father Shift Down Mid (2–4y),Shift Down Mid,Composite shifts downward (≈70% → ~0%) as both maternal and paternal absence probabilities fall to near zero by ~4 years.,canonical_label_plus_obj01_archetype
